2019-03-15 20:32:42 - b'identifier     range      Asset'
2019-03-15 20:32:42 - b'artifactFactory     label      artifactFactory'
2019-03-15 20:32:42 - b'asset.rdf     nature      nan'
2019-03-15 20:32:42 - b'relationshipType     isDefinedBy      nan'
2019-03-15 20:32:42 - b'nan     seeAlso      AssetMgSpecificationV2'
2019-03-15 20:32:42 - b'artifact     type      Property'
2019-03-15 20:32:42 - b'categorization     comment      \tA categorization to classify an asset. The category schema values are \n\t\t    defined by the service provider. This specification does not define the resource for this \n\t\t    property, however it should contain a dcterms:title property.'
2019-03-15 20:32:42 - b'nan     title      The OSLC Asset Management(Asset) Vocabulary\n\t\t'
2019-03-15 20:32:42 - b'nan     description      \n\t\t\tAll vocabulary URIs defined in the OSLC\n\t\t\tAsset Management (Asset) namespace.\n\t\t'
2019-03-15 20:32:42 - b'EncryptionAlgorithm     subClassOf      Algorithm'
2019-03-15 20:32:42 - b'nan     creator      mailto:kim@itd.nrl.navy.mil'
2019-03-15 20:32:42 - b'ub2bL94C26     maxCardinality      1'
2019-03-15 20:32:42 - b'ub2bL105C26     onProperty      isNISTStandard'
2019-03-15 20:32:42 - b'isNISTStandard     domain      Algorithm'
2019-03-15 20:32:42 - b'nan     source      GetTRDoc?AD=ADA437938'
2019-03-15 20:32:42 - b'nan     license      nan'
2019-03-15 20:32:42 - b'nan     preferredNamespacePrefix      algo'
2019-03-15 20:32:42 - b'nan     preferredNamespaceUri      nan'
2019-03-15 20:32:42 - b'DES     keyLength      64'
2019-03-15 20:32:42 - b'nan     term_status      Finished'
2019-03-15 20:32:42 - b'mailto:kim@itd.nrl.navy.mil     name      Anya Kim'
2019-03-15 20:32:42 - b'DES     hasNSALevel      Type3'
2019-03-15 20:32:42 - b'nan     versionInfo      0.2'
2019-03-15 20:32:42 - b'nan     contributor      mailto:gyrard@eurecom.fr'
2019-03-15 20:32:42 - b'nan     issued      2005-08-31'
2019-03-15 20:32:42 - b'nan     modified      2014-01-24'
2019-03-15 20:32:42 - b'nan     historyNote      Ontology extracted from the paper Security Ontology for Annotating Resources. [Kim et al. 2005] (See APPENDIX D. OWL Representations of the NRL Security Ontology) Security ontology to faciliate web service description and discovery.'
2019-03-15 20:32:42 - b'f13bccf45f82e49a489e23ad86b4def15b13     hasValue      twentyfour-hour-duration'
2019-03-15 20:32:42 - b'thirtyone-day-duration     has-unit-of-measure      time-measure-day'
2019-03-15 20:32:42 - b'thirty-day-duration     has-magnitude      30'
2019-03-15 20:32:42 - b'support     created      2003-02-10'
2019-03-15 20:32:42 - b'f13bccf45f82e49a489e23ad86b4def15b16     allValuesFrom      Time-Measure'
2019-03-15 20:32:42 - b'Tangible-Thing     complementOf      Intangible-Thing'
2019-03-15 20:32:42 - b'f3ea1d50741ab4120be521207ed630a0cb96     rest      nil'
2019-03-15 20:32:42 - b'published-book     subPropertyOf      event-product'
2019-03-15 20:32:42 - b'f3ea1d50741ab4120be521207ed630a0cb5     first      Publication-Reference'
2019-03-15 20:32:42 - b'Newspaper     disjointWith      Journal'
2019-03-15 20:32:42 - b'f3ea1d50741ab4120be521207ed630a0cb105     minCardinality      1'
2019-03-15 20:32:42 - b'f3ea1d50741ab4120be521207ed630a0cb86     unionOf      f3ea1d50741ab4120be521207ed630a0cb87'
2019-03-15 20:32:42 - b'Dynamic-Linking     sub-area-of      Hypermedia'
2019-03-15 20:32:42 - b'is-capital-of     inverseOf      has-capital'
2019-03-15 20:32:42 - b'f3ea1d50741ab4120be521207ed630a0cb51     oneOf      f3ea1d50741ab4120be521207ed630a0cb52'
2019-03-15 20:32:42 - b'portal     imports      support'
2019-03-15 20:32:42 - b'f3ea1d50741ab4120be521207ed630a0cb21     cardinality      1'
